2019-10-31,招 标 人：阳新县医疗保障局,,湖北一本水利建筑工程有限公司,158.199003万元,黄石市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=ba6d3901-540c-4d54-9949-02b361cbd258&isOther=false
2019-10-31,  招标人：神农架林区红坪镇人民政府,  地址：神农架林区红坪镇,四川省君源水电建设有限公司,11675889.00元,神农架,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=a327550e-efcf-46c9-a7bf-415363bb58dc&isOther=false
2019-10-31,武汉新城国际博览中心有限公司,　,中信建筑设计研究总院有限公司,773.7856,武汉市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=1955a90f-8624-4dc1-bf6f-9997aeed25ab&isOther=false
2019-10-30,湖北三维建设项目管理咨询有限公司,孝感市交通西路与分丝路交汇处亚飞广场2单元904,孝感市家源电力安装有限公司,4089999.98元,孝感市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=29832855-1b87-49cf-a2d6-8bdee6490395&isOther=false
2019-10-31,1、招标人：谷城县紫金镇人民政府,地  址：谷城县紫金镇紫金街社区居民委员会,湖北联富建筑安装有限责任公司,元,襄阳市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=654bd727-d504-474d-a6d1-d211f67da943&isOther=false
2019-10-30,  招标人：湖北联合交通投资开发有限公司,  地址：武汉市东西湖区泾河街道办事处径上村105号,中路高科交通检测检验认证有限公司,5270522.32元,省级,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=f1ffe68f-c398-41eb-b270-d61488063fb0&isOther=false
2019-10-31,武汉市联发建设监理有限责任公司,　,湖北羿天建筑装饰设计有限公司,56.8,武汉市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=b4d3c39f-790a-4a0a-a5c0-99cd81327169&isOther=false
2019-10-29,武汉市黄陂区水务和湖泊局,祁家湾街,武汉荣承建筑工程有限公司,793.4031,武汉市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=09c3060a-2683-4912-a4e7-8e2a2db783d9&isOther=false
2019-10-29,  招标人：湖北宏秀房地产开发有限公司,  地址：襄阳市高新区邓城大道49号国际创新产业基地栖凤楼二楼,中国一冶集团有限公司,404596602.40元,省级,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=65cd195f-8698-4166-bb1e-70ae6b3ab2e5&isOther=false
2019-10-29,湖北佳宇工程项目管理有限公司,崇阳县天城镇四季花城南门旁,崇阳县市政建设工程有限公司,3904207.71元,咸宁市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=9f44d050-149f-4467-a578-bd2e1837843b&isOther=false
2019-10-29,湖北中化房地产开发有限公司,宜昌市西陵区土城路4号,中国化学工程第十六建设有限公司,设计费下浮率13.4%，建安工程费下浮率3.1%,宜昌市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=84362fa3-8478-492f-8006-193ee40b6c39&isOther=false
2019-10-29,武汉恒信工程造价咨询有限公司,孝感市航空路9号华隆家园1栋2楼,湖北泰德安信信息技术有限公司,680990.00元,孝感市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=6bf8cbbb-8de1-41be-9c16-d4a03da47ac6&isOther=false
2019-10-28,招标代理机构：天门市宏大建设投资有限公司/湖北鸿锦工程咨询有限公司,地址：天门市经济开发区,武汉天仕达电气有限公司 ,45177965.48 元,天门市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=6b6512fa-8396-495e-a3a1-3dbf8f8e4fc8&isOther=false
2019-10-28,武汉地铁集团有限公司,　,武汉市勘察设计有限公司,695.992,武汉市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=003a4e01-ea12-4b47-9dcb-79208cef2373&isOther=false
2019-10-28,武汉市江汉区房地产公司, 江汉区 万松街机场社区、江汉区新华街循礼社区、沿江大道（江汉路步行街）、姑嫂树路沿线,浙江工正工程管理有限公司,118.968,武汉市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=02c66fa5-1230-4b14-984c-56c3de3c067f&isOther=false
2019-10-28,武汉市江汉区房地产公司,江汉区 万松街机场社区、江汉区新华街循礼社区、沿江大道（江汉路步行街）、姑嫂树路沿线。,湖北新九建设工程有限公司,2653.089734,武汉市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=856922c6-8bb7-4cee-a65f-90004ba91a40&isOther=false
2019-10-28,武汉市江汉区房地产公司, 江汉区 万松街机场社区、江汉区新华街循礼社区、沿江大道（江汉路步行街）、姑嫂树路沿线。,湖北中冠建设集团有限公司,3416.389848,武汉市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=856922c6-8bb7-4cee-a65f-90004ba91a40&isOther=false
2019-10-28,武汉市江汉区房地产公司,武汉市江汉区青年路楚天星座北侧,武汉土木工程建设监理有限公司,85.07,武汉市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=7efd204d-e7ad-4156-bc17-758d841f307a&isOther=false
2019-10-28,宜都市公路管理局,宜都市王家畈镇,宜都市三立路桥工程建设有限责任公司,597293.00(元),宜昌市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=6d358e79-3f26-455f-8391-20f9b6c500d2&isOther=false
2019-11-08,武汉市武昌殡仪馆,　,新七建设集团市政工程有限公司,480.455047,武汉市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=bac02316-2a25-42fd-8985-728cb9616b04&isOther=false
2019-10-28,武汉市武昌殡仪馆,　,湖北安永信合建设工程有限公司,480.318363,武汉市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=bac02316-2a25-42fd-8985-728cb9616b04&isOther=false
2019-10-28,武汉市黄陂区交通运输局,　,福建路港（集团）有限公司,3194.9659,武汉市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=a9ec7058-345f-429d-8438-a7b448f7afbb&isOther=false
2019-10-28,武汉地铁集团有限公司,　,华中科技大学,378.29,武汉市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=ff38a722-f3fa-491f-8318-67e752e1a0f7&isOther=false
2019-10-28,武汉地铁集团有限公司,　,上海同是科技股份有限公司,338.9199,武汉市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=ff38a722-f3fa-491f-8318-67e752e1a0f7&isOther=false
2019-10-28,武汉地铁集团有限公司,　,武汉市勘察设计有限公司,450.0595,武汉市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=634a196b-ae51-4498-b548-e9e833f714ec&isOther=false
2019-10-28,武汉地铁集团有限公司,　,长江勘测规划设计研究有限责任公司,557.7138,武汉市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=634a196b-ae51-4498-b548-e9e833f714ec&isOther=false
2019-10-28,武汉地铁集团有限公司,　,湖北省电力勘测设计院有限公司,601.7286,武汉市,https://www.hbggzyfwpt.cn/jyxx/jsgcZbjggsDetail?guid=634a196b-ae51-4498-b548-e9e833f714ec&isOther=false
