江西省储备粮永修有限公司,军粮保障基地（粮库第四期）项目,江西省永修县城南工业园永昌大道29号,2019年11月21日,江西鸿品晶建筑有限公司,施工总承包·建筑工程·建筑工程三级,     13134837.57 元
赣州市湖边中心小学,湖边中心小学新建C栋教学楼工程,赣州经济技术开发区湖边镇,2019年11月19日,赣州熠升建设工程有限公司,施工总承包·建筑工程·建筑工程三级,      6077490.12 元
余干县三塘乡人民政府,三塘乡2019年度三房、冷井等六村村庄整治道路、排水沟建设工程,余干县三塘乡,2019年11月20日,江西树腾建设有限公司,施工总承包·市政公用工程·市政公用工程二级,      2912774.41 元
南昌小蓝经济技术开发区经济发展投资有限责任公司,上海沪工航天军工基地临时污水提升泵站及配套管网工程,南昌县冈上镇金沙南大道,2019年11月19日,江西名钻建设工程有限公司,施工总承包·市政公用工程·市政公用工程三级,      4888305.17 元
,,,,,,
,,,,,,
樟树市张家山街道办事处,樟树市张家山街道办事处公立幼儿园建设项目,樟树市张家山老街,2019年11月18日,江西京商建设有限公司,施工总承包·建筑工程·建筑工程三级,      8162899.54 元
,江西省监狱管理局指挥中心项目（一标段）监理项目,江西省南昌市青山湖区火炬大街188号,2019年11月12日,江西省赣建工程建设监理有限公司,工程监理·工程监理综合资质·工程监理综合资质甲级,       150000.00 元
樟树市教育体育局,樟树市体育中心－体育场（樟树市县级公共体育场田径跑道和足球场）建设项目,樟树市滨江新城盐城大道南侧、龙溪大道东侧,2019年11月12日,江西荣城建设有限公司,施工总承包·建筑工程·建筑工程一级市政公用工程(2015新标准)二级,      5683660.65 元
,,,,,,
泰和县城乡建设局,祥和大道及水系景观建设工程,泰和县城（西起上田大道，东至白凤大道）,2019年10月22日,中铁十六局集团有限公司,施工总承包·市政公用工程·市政公用工程一级,    252227489.63 元
,水东七里小学迁建项目监理招标,水东组团SD17-07-01地块,2019年11月07日,中韵联合集团股份有限公司,房屋建筑工程甲级,           49.00 元
遂川城投房地产开发有限公司,遂川县草林镇圩镇红军大道南侧A宗地建设工程,遂川县草林镇圩镇红军大道南侧,2019年11月25日,江西省森北建设工程有限公司,施工总承包·建筑工程·建筑工程三级,      5923014.30 元
,德安产业转型升级示范园建设项目监理（第二次）,德安县丰林工业新区内，北一路以北，林白路以西,2019年11月05日,江西省鑫洪工程项目管理有限公司,房屋建筑工程甲级,       900000.00 元
,,,,,,
新余市仙女湖风景名胜区仰天岗办事处,新余市集中式饮用水水源地规范化建设与保护区环境综合治理工程,,2019年11月07日,江西腾威建设工程有限公司,市政公用工程(2015新标准)二级专业承包·环保工程·环保工程二级,      5317653.29 元
德兴市教育体育局,德兴市张村乡中心幼儿园--教学综合楼,德兴市张村乡张村新区,2019年11月08日,江西万禄建设有限公司,施工总承包·建筑工程·建筑工程三级,      9476633.63 元
,,,,,,
九江市柴桑区住房和城乡建设局,九江市柴桑区凤凰路道路改造工程,江西省九江市柴桑区凤凰路,2019年11月05日,永修县第二建筑工程总承包有限公司,市政公用工程(2015新标准)二级,     18373242.04 元
,,,,,,
江西庐山工业园区管理委员会,庐山工业园区鄱湖高新科技项目区11号地块土地平整工程,庐山工业园区鄱湖高新科技项目区,2019年11月06日,江西省东阳建设集团有限公司,市政公用工程(2015新标准)二级,      8684093.02 元
,,,,,,
,,,,,,
,,,,,,
瑞昌市住房和城乡建设局,一标段,项目位于瑞昌市铁东路东侧、江州路两侧,2019年11月05日,江西省友邦建设发展有限公司,施工总承包·建筑工程·建筑工程一级,    103451149.87 元
余干县城区开发建设管理委员会办公室,余干县明珠路（玉亭大道-紫阳大道）新建工程,余干县玉亭镇城北片区余干县中英文实验学校北侧,2019年11月05日,江西宏成建筑工程有限公司,市政公用工程(2015新标准)二级,      9597180.72 元
新余市城东建设投资总公司,高新区物流产业园配套管网及排洪渠新建工程项目,新余高新区新钢联天钢结构厂北面及虎跃路东西面,2019年11月06日,江西省铁建建设有限公司,市政公用工程(2015新标准)二级,     12938416.76 元
修水县黄沙镇中小学,修水县黄沙镇中小学校舍建设项目（三标段）,修水县黄沙镇海湖坪新区,2019年11月05日,江西瑞峰建设有限公司,建筑工程(2015新标准)三级市政公用工程(2015新标准)三级,      4954516.51 元
,,,,,,
,,,,,,
,,,,,,
南昌洪睦置业有限公司,龙湖春江悦茗,新建区长富有大道以北、贤良路以东,2019年11月06日,中天建设集团有限公司,施工总承包·建筑工程·建筑工程特级,    221360456.70 元
江西环境工程职业学院,江西环境工程职业学院图书馆建设项目,赣州经济技术开发区湖边镇,2019年11月05日,江西通发建设工程有限公司,施工总承包·建筑工程·建筑工程三级,     52541996.64 元
,赣二中文峰路校区新建项目监理招标,河套老城区V1-1-04,2019年11月05日,河南省育兴建设工程管理有限公司,工程监理·工程监理综合资质,           41.00 元
,,,,,,
武宁县城市建设投资开发有限公司,武宁县曙光路、金沙湾小区沿山边一线污水管网改造工程,武宁县豫宁街道230省道金沙湾,2019年11月06日,江西丰驰建设工程有限公司,市政公用工程(2015新标准)三级,      3833509.12 元
余江县潢溪镇政府,鹰潭市余江区潢溪镇集镇污水管网建设工程（一期）,余江区潢溪老镇区（具体详见本项目施工图）,2019年11月05日,江西华侨昌盛建筑有限公司,市政公用工程(2015新标准)三级,      4114524.41 元
,,,,,,
,,,,,,
,,,,,,
赣州市人民医院,赣州市人民医院南院健康步道项目,赣州市章贡区梅关大道16号（市人民医院南院院内）,2019年11月08日,赣州蓝海建设有限公司,施工总承包·市政公用工程·市政公用工程三级,      1805575.53 元
万年县住房和城乡建设局,万年县城中村污水管网改造工程-下陈村,万年县,2019年11月08日,江西信恒建设工程有限公司,施工总承包·市政公用工程·市政公用工程三级,      5014997.75 元
奉新县教育体育局,奉新县示范幼儿园建设项目,奉新崇贤大道和九天阁大道交汇处,2019年11月11日,江西旷晟建筑工程有限公司,施工总承包·建筑工程·建筑工程三级,     42127444.64 元
,永修县万宝路新建监理项目,永修县湖东新区,2019年10月28日,江西瑞林建设监理有限公司,工程监理综合资质甲级,      2461289.00 元
万年县住房和城乡建设局,万年县城中村污水管网改造工程-四方岗,万年县,2019年11月08日,江西省中蔚建设集团有限公司,施工总承包·市政公用工程·市政公用工程二级,      4982750.08 元
,,,,,,
德兴市教育体育局,德兴市昄大乡中心幼儿园及校园配套工程,德兴市昄大乡中心小学南侧,2019年11月08日,江西省航斌水电建设工程有限公司,施工总承包·建筑工程·建筑工程三级,      7193328.70 元
樟树市交通运输局,东昌高速公路樟树东收费站大棚改造工程,阁山镇东昌高速公路樟树东收费站,2019年11月11日,江西九丰园林古建筑工程有限公司,古建筑工程(2015新标准)一级,      6434651.16 元
龙南经济技术开发区建设投资有限公司,富康工业园西南片区三期基础设施工程（天奇企业用地土方平整工程）,龙南县东江乡,2019年11月08日,江西万株园林市政有限公司,市政公用工程(2015新标准)三级,      5197491.10 元
万年县住房和城乡建设局,万年县城中村污水管网改造工程-乐家,万年县,2019年11月08日,江西世文实业有限公司,施工总承包·市政公用工程·市政公用工程三级,      4862521.25 元
,,,,,,
江西庐陵建设发展有限公司,吉安县白云路延长工程,,2019年11月07日,新余渝州建筑工程有限公司,市政公用工程(2015新标准)三级,      5753505.44 元
都昌县建设局,都昌县新妙湖大道改造提升工程项目,都昌县新妙湖大道,2019年11月11日,浙江勤业建工集团有限公司,市政公用工程(2015新标准)一级,     68635575.15 元
南昌航美科技有限公司,航空新材料标准厂房建设项目（一期）,江西省南昌市南昌高新技术产业开发区航空路以东，产业用地以南,2019年11月12日,九江市联营建筑工程有限公司,建筑工程(2015新标准)二级,      8261583.61 元
德兴市住房和城乡建设局,德兴市景顺老旧小区改造项目,德兴市南门新区景顺小区,2019年11月11日,江西中禄建设工程有限公司,施工总承包·市政公用工程·市政公用工程二级,      4528121.81 元
,,,,,,
宜春市袁州新城建设有限公司,新康府街道草坪里及仙台村庄整治改造项目,宜春市袁州区袁州新城,2019年11月11日,江西顺发建设集团有限公司,市政公用工程(2015新标准)二级,     11091244.74 元
,,,,,,
都昌县土塘中学,都昌县土塘中学校园给水干管工程,都昌县土塘中学校园内,2019年11月12日,江西都昌县第五建筑有限责任公司,建筑工程(2015新标准)二级,       241556.62 元
国家税务总局瑞金市税务局,国家税务总局瑞金市税务局综合业务用房维修项目,瑞金市象湖镇上坪村,2019年11月12日,江西牧鑫建设工程有限公司,建筑工程(2015新标准)二级,      6377584.58 元
上饶市广丰区横山镇人民政府,广丰区横山镇上铺村金圣村民活动广场项目,广丰区横山镇上铺村,2019年11月07日,江西广云环保建设工程有限公司,市政公用工程(2015新标准)二级,      1520025.96 元
江西工业工程职业技术学院,江西工业工程职业技术学院400米塑胶运动场和球场工程,萍乡市开发区玉湖东路106号,2019年11月06日,江西荣君建设工程有限公司,施工总承包·市政公用工程·市政公用工程三级,      8897019.36 元
万年县住房和城乡建设局,万年建明大街（老排洪沟~四邑路）箱涵建设工程,万年县建明大街,2019年11月07日,江西建鸿建筑工程有限公司,市政公用工程(2015新标准)三级,      7887186.92 元
赣州综合物流园开发有限公司,赣州经济技术开发区金凤智谷一期项目,香江大道南侧，金凤西路北侧,2019年11月06日,宇旺建工集团有限公司,施工总承包·建筑工程·建筑工程一级,    111838525.04 元
,,,,,,
樟树市粮食局,樟树东站国家粮食储备库新建项目一期工程一标段平仓房,樟树市阁山镇胡家东昌高速南侧,2019年11月05日,江西双龙建筑工程有限公司,施工总承包·建筑工程·建筑工程一级,     51019370.11 元
,,,,,,
瑞金市万年青矿业有限公司,瑞金市万年青矿业有限公司建筑骨料及机制砂项目厂区建设工程,江西省瑞金市云石山乡田心村江西瑞金万年青水泥有限责任公司院内（经济技术开发区）,2019年11月06日,江西省辰光建设工程有限公司,施工总承包·建筑工程·建筑工程三级,     21279851.54 元
江西遂川工业园区管理委员会,遂川工业园区经一路新建工程（云岭大道—碧洲中路）,遂川县工业园区,2019年11月07日,江西兴盟建设工程有限公司,施工总承包·市政公用工程·市政公用工程三级,      4254908.14 元
,红旗大道第二小学栎木坑校区新建工程监理招标,河套老城区HT4-03-B01地块,2019年11月06日,江西省鑫洪工程项目管理有限公司,房屋建筑工程甲级,           47.00 元
永新县妇幼保健院,永新县妇幼保健院综合楼项目,,2019年11月07日,江西省恒康建设有限公司,建筑工程(2015新标准)一级,     16365586.25 元
鹰潭（贵溪）铜产业循环经济基地管理委员会,贵溪市硫磷化工基地经十路道路工程,起点贵神公路，终点至五号路交叉口,2019年11月08日,江西兴博建筑工程有限公司,施工总承包·市政公用工程·市政公用工程三级,      3945865.29 元
南昌高新工程管理有限公司,日新拆迁安置房工程,艾溪湖南路以南，地铁存车场拆迁安置房以东，阳门拆迁安置房地块以西,2019年11月06日,河南万安实业有限公司,施工总承包·建筑工程·建筑工程一级,    569795357.19 元
南昌小蓝经济技术开发区经济发展投资有限责任公司,小蓝经开区精诚路（金沙一路-雄溪路）道路工程,西起金沙一路，向东与嘉景路相交，终于雄溪路,2019年11月07日,江西天丰建设集团有限公司,市政公用工程(2015新标准)一级,     20691051.00 元
德兴市教育体育局,德兴市新岗山镇中心幼儿园-教学综合楼,德兴市新岗山镇中心广场北侧,2019年11月07日,江西金峰水利建筑工程有限公司,建筑工程(2015新标准)二级,      9726142.35 元
大余县城市建设开发投资有限公司,大余县黄龙镇下琴边易地扶贫搬迁安置点项目一期院内附属工程,大余县黄龙镇灵潭村,2019年11月07日,吉安亿达建筑有限公司,施工总承包·市政公用工程·市政公用工程三级,      6943239.73 元
,,,,,,
信丰县住房和城乡建设局,信丰县城区福州路污水管网综合建设工程,信丰县嘉定镇,2019年11月07日,江西金冠天新建设有限公司,市政公用工程(2015新标准)三级,     21744908.73 元
鹰潭市月湖资产运营有限公司,月湖区公共租赁住房工程（1#2#楼续建工程）,,2019年11月06日,江西林宇建设工程有限公司,施工总承包·建筑工程·建筑工程一级,      6161532.03 元
新余高新技术产业园区城东办事处,高新区通用机械老旧小区提升改造,,2019年11月08日,江西锦源建设工程有限公司,施工总承包·建筑工程·建筑工程三级,      5134326.04 元
宜丰县住房和城乡建设局,宜丰县新党校周边路网工程,宜丰县新党校周边,2019年11月08日,江西浙源建设工程有限公司,市政公用工程(2015新标准)二级,     13316944.59 元
,景北大道商居开发（望津府）项目监理,景德镇市珠山区，东邻景北大道，南至天宏花园。,2019年11月05日,景德镇市环中建设监理有限公司,工程监理·专业资质·房屋建筑工程·房屋建筑工程甲级,      7336000.00 元
国营上饶市广丰区五峰山垦殖场,广丰区五峰山垦殖场垦区棚户区改造项目（黄丰小区）工程,上饶市广丰区五峰山垦殖场黄丰分场,2019年11月06日,江西省儒艺建筑工程有限公司,施工总承包·市政公用工程·市政公用工程三级,      2742256.53 元
,,,,,,
峡江县巴邱镇人民政府,巴邱镇人民北路地下管网改造工程(棚户区改造基础设施配套项目）,巴邱镇人民北路,2019年11月06日,江西锲恒建设有限公司,市政公用工程(2015新标准)三级,     14363720.85 元
,,,,,,
黎川县园林局,苗圃、园区大道、泰伯路及新平路等树木移植工程,黎川县日峰镇,2019年11月06日,江西云贤建设有限公司,施工总承包·市政公用工程·市政公用工程三级,      1065878.23 元
樟树市粮食局,樟树东站国家粮食储备库新建项目一期工程二标段烘干中心,樟树市阁山镇胡家东昌高速南侧,2019年11月05日,江西信业投资发展有限公司,施工总承包·建筑工程·建筑工程一级,      6092725.36 元
江西余江工业园区管理委员会,余江区虎山片区二经路、三纬路、景观大道人行道工程,鹰潭市余江区工业园区虎山片区,2019年11月07日,江西省鹏盛建设工程有限公司,市政公用工程(2015新标准)一级,      3939142.76 元
,,,,,,
,,,,,,
吉安县城市管理局,吉安县锦源春天小区功能提升工程,,2019年11月06日,江西海云路桥工程有限公司,施工总承包·市政公用工程·市政公用工程三级,      7001097.77 元
上饶县广信投资集团有限公司,上饶县枫岭头镇中心幼儿园建设项目,上饶县枫岭头镇枫岭头村,2019年11月06日,江西兴盟建设工程有限公司,施工总承包·建筑工程·建筑工程三级,      7890169.30 元
江西恒锦地产开发有限公司,恒锦九龙湖一期项目汽车充电桩工程,南昌市九龙湖起步区,2019年11月06日,中国电建集团江西省水电工程局有限公司,建筑工程(2015新标准)一级,      6443780.24 元
崇仁县人民医院,崇仁县人民医院内儿科综合大楼,崇仁县人民医院新区内,2019年11月04日,浙江金圣建设集团有限公司,施工总承包·建筑工程·建筑工程一级,     61387936.12 元
宜丰县住房和城乡建设局,宜丰县流源老旧小区改造工程,宜丰县县城,2019年11月06日,江西省中顺建设工程有限公司,市政公用工程(2015新标准)二级,      7982890.11 元
上栗县鸡冠山乡人民政府,上栗县桐木养老服务中心建设项目,,2019年11月07日,江西天翔建设工程有限公司,施工总承包·建筑工程·建筑工程一级,      6074643.30 元
,,,,,,
宜春市新城建设发展有限公司,宜春中学南侧公立幼儿园工程,"宜春中学南侧,文艺路以北",2019年11月06日,江西同耀建设工程有限公司,建筑工程(2015新标准)三级,      5428008.28 元
,,,,,,
,,,,,,
共青城市住房和城乡建设局,共青城市高速互通园林绿化景观工程,位于共青城市高速北互通,2019年11月07日,江西恒坤建设有限公司,施工总承包·市政公用工程·市政公用工程三级,     18866343.94 元
,樟树市江右华府房地产开发监理项目,"樟树市滨江新城新民大道南侧,民德路北侧",2019年11月13日,江西省赣宜工程监理咨询有限公司,房屋建筑工程乙级,       840000.00 元
,,,,,,
