660万元,119m²,5.55万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽12m/层高4.8m/进深9.8m,餐饮美食,天钥桥路商铺,"办公,旅游,居民","徐汇区 徐家汇
                天钥桥路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁1号线; 地铁4号线', 'A', '上海体育馆', '距离0.72km'], ['地铁11号线', 'B', '徐家汇', '距离1.07km']]","[['上海市徐汇区宜山路455号', 'A', '大华光启城时尚购物中心', '距离1.37km'], ['上海市徐汇区日晖六村53号', 'B', '联华超市(泽鑫店)', '距离1.99km']]"
220万元,86.36m²,2.55万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽8m/层高5m/进深10m,餐饮美食,天钥桥路商铺,"办公,居民,旅游","徐汇区 徐家汇
                斜土路/天钥桥路(路口)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁1号线; 地铁4号线', 'A', '上海体育馆', '距离0.68km'], ['地铁11号线', 'B', '徐家汇', '距离1.16km']]","[['上海市徐汇区宜山路455号', 'A', '大华光启城时尚购物中心', '距离1.38km'], ['上海市徐汇区日晖六村53号', 'B', '联华超市(泽鑫店)', '距离2.00km']]"
448万元,112.8m²,3.97万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽12.1m/层高5.5m/进深9.3m,餐饮美食,,"学生,居民,旅游","徐汇区 徐家汇
                天钥桥路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
450万元,90.15m²,4.99万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽12m/层高4.5m/进深7.5m,餐饮美食,天钥桥路商铺,"办公,居民,旅游","徐汇区 徐家汇
                天钥桥路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁11号线', 'A', '徐家汇', '距离0.53km'], ['地铁10号线; 地铁11号线', 'B', '交通大学', '距离1.16km']]","[['上海市徐汇区宜山路299号', 'A', '喜盈门地板木业品牌中心(宜山店)', '距离1.17km'], ['上海市徐汇区宜山路455号', 'B', '大华光启城时尚购物中心', '距离1.61km']]"
199万元,88m²,2.26万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽8m/层高4.5m/进深11m,餐饮美食,,"办公,居民,旅游","徐汇区 斜土路
                天钥桥","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁1号线; 地铁4号线', 'A', '上海体育馆', '距离0.65km'], ['地铁12号线; 地铁7号线', 'B', '龙华中路', '距离1.27km']]","[['上海市徐汇区宜山路455号', 'A', '大华光启城时尚购物中心', '距离1.44km'], ['上海市徐汇区日晖六村53号', 'B', '联华超市(泽鑫店)', '距离2.08km']]"
260万元,54m²,4.81万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽5.4m/层高5.6m/进深10m,餐饮美食,,"办公,旅游,居民","徐汇区 漕河泾
                漕河泾开发区地铁站-2口","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁9号线', 'A', '漕河泾开发区', '距离0.10km'], ['地铁12号线', 'B', '虹梅路', '距离1.15km']]","[['上海市徐汇区田林路99-1临~99-2临', 'A', '安踏体育(田林路店)', '距离1.66km'], ['上海市徐汇区田林路103-5', 'B', '森马(田林店)', '距离1.75km']]"
150万元,28m²,5.36万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽6m/层高4.5m/进深5m,餐饮美食,天钥桥路,"办公,旅游,居民","徐汇区 徐家汇
                天钥桥路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
1万元,1m²,1万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽12m/层高4.5m/进深10m,餐饮美食,徐家汇花园,,"徐汇区 徐家汇
                宛平南路255弄135号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
89万元,50.1m²,1.78万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽7.8m/层高5.2m/进深7.1m,餐饮美食,来福士广场(商铺),"办公,居民,旅游","徐汇区 斜土路
                西藏中路268号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线; 地铁2号线', 'A', '南京东路', '距离0.67km'], ['地铁1号线; 地铁2号线; 地铁8号线', 'B', '人民广场', '距离1.33km']]","[['上海市静安区西藏北路166号', 'A', '上海大悦城', '距离0.87km'], ['上海市浦东新区陆家嘴西路168号正大广场B2层', 'B', '卜蜂莲花(正大广场店)', '距离1.84km']]"
240万元,49m²,4.9万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽7m/层高4.5m/进深8m,餐饮美食,天钥桥路商铺,"办公,居民,旅游","徐汇区 斜土路
                天钥桥路666号-680号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁11号线', 'A', '徐家汇', '距离0.45km'], ['地铁10号线; 地铁11号线', 'B', '交通大学', '距离1.12km']]","[['上海市徐汇区宜山路299号', 'A', '喜盈门地板木业品牌中心(宜山店)', '距离1.09km'], ['上海市徐汇区宜山路455号', 'B', '大华光启城时尚购物中心', '距离1.54km']]"
236万元,62m²,3.81万/m²,二手商铺,其他-临街,1层/共1层,经营中,面宽6m/层高5m/进深9m,餐饮美食,斜土路商铺,"办公,学生,居民","徐汇区 斜土路
                斜土路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁11号线', 'A', '徐家汇', '距离0.16km'], ['地铁10号线; 地铁11号线', 'B', '交通大学', '距离0.96km']]","[['上海市徐汇区宜山路455号', 'A', '大华光启城时尚购物中心', '距离1.37km'], ['上海市徐汇区龙华中路598号正大乐城6号楼101室', 'B', '全家便利店(龙华中路店)', '距离2.21km']]"
78万元,41m²,1.9万/m²,二手商铺,商业街店铺-临街,1层/共2层,经营中,面宽4.2m/层高4.5m/进深13.7m,餐饮美食,衡山路商铺,"办公,居民,学生","徐汇区 衡山路
                德莱特面包房(衡山路店)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁10号线; 地铁11号线', 'A', '交通大学', '距离0.97km'], ['地铁11号线', 'B', '徐家汇', '距离1.17km']]","[['上海市徐汇区淮海中路999号环贸iapm商场B2', 'A', 'mabelle(环贸iapm商场店)', '距离1.99km'], ['上海市徐汇区宜山路299号', 'B', '喜盈门地板木业品牌中心(宜山店)', '距离2.04km']]"
180万元,56m²,3.21万/m²,二手商铺,社区底商-临街,1层/共1层,空置中,面宽7m/层高5.5m/进深8m,百货超市,康亭小区商铺,办公,"徐汇区 复兴中路
                九亭大街671弄","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁9号线', 'A', '九亭', '距离1.36km'], ['沪松公路1399弄11号', 'B', '诗歌主题酒店(九亭地铁站店)', '距离1.37km']]","[['九亭大街512号', 'A', '百果园(九亭大街1店)', '距离0.44km'], ['上海市松江区沪亭南路56-96A区', 'B', '易盛客生活超市(沪亭南路店)', '距离0.51km']]"
255万元,67m²,3.81万/m²,二手商铺,其他-临街,1层/共1层,经营中,面宽5m/层高5m/进深12m,百货超市,斜土路商铺,"办公,居民,学生","徐汇区 斜土路
                斜土路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
85万元,38m²,2.24万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽6m/层高4.5m/进深6m,餐饮美食,,"办公,居民,旅游","徐汇区 万体馆
                宛平南路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
300万元,72m²,4.17万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽8.1m/层高4.5m/进深9.1m,百货超市,天钥桥路394弄小区商铺,"办公,居民,旅游","徐汇区 徐家汇
                天钥桥路394弄","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
78万元,27m²,2.89万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽4.5m/层高3.2m/进深6m,餐饮美食,,"办公,学生,居民","徐汇区 华泾
                华发路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
336万元,66m²,5.09万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽8m/层高4.5m/进深8m,百货超市,田林东路商铺,"办公,学生,居民","徐汇区 田林
                田林东路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁9号线', 'A', '桂林路', '距离0.68km'], ['地铁12号线; 地铁1号线', 'B', '漕宝路', '距离0.95km']]","[['上海市徐汇区宜山路455号', 'A', '大华光启城时尚购物中心', '距离1.38km'], ['上海市徐汇区宜山路299号', 'B', '喜盈门地板木业品牌中心(宜山店)', '距离1.91km']]"
,,,,,,,,,,,,[],[],[]
68万元,42m²,1.62万/m²,二手商铺,商业街店铺-临街,1层/共1层,经营中,面宽5m/层高4.5m/进深8m,餐饮美食,,"办公,学生,居民","徐汇区 徐家汇
                大木桥路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁4号线; 地铁7号线', 'A', '东安路', '距离0.92km'], ['地铁12号线; 地铁7号线', 'B', '龙华中路', '距离1.22km']]","[['上海市徐汇区大木桥路88号云洲古玩城F2', 'A', '乐善堂(云洲古玩城店)', '距离0.82km'], ['上海市黄浦区徐家汇路618号日月光B2', 'B', '卤佛爷(日月光中心店)', '距离1.49km']]"
,,,,,,,,,,,,[],[],[]
