200万元,68m²,2.94万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽8m/层高6m/进深8m,其他,,"办公,居民,学生","普陀区 长寿路
                长寿路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
48万元,28m²,1.71万/m²,二手商铺,社区底商-临街,1层/共1层,空置中,面宽4.5m/层高5m/进深6m,餐饮美食,镇坪路商铺,"办公,居民,旅游","普陀区 光新
                富贵面馆(镇坪路店)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁3号线; 地铁4号线; 地铁7号线', 'A', '镇坪路', '距离0.02km'], ['地铁13号线; 地铁7号线', 'B', '长寿路', '距离1.02km']]","[['上海市普陀区长寿路393号亚新生活广场F3', 'A', '卡帝乐鳄鱼 CARTELO(亚新生活广场店)', '距离1.02km'], ['上海市普陀区长寿路189号大自鸣钟广场F2', 'B', '于斯智能琴行', '距离1.07km']]"
120万元,50m²,2.4万/m²,二手商铺,社区底商-临街,1层/共1层,空置中,面宽7m/层高6m/进深6.5m,,,"办公,学生,居民","普陀区 真如
                曹杨路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
300万元,78.6m²,3.82万/m²,二手商铺,社区底商-临街,1层/共1层,空置中,面宽9m/层高4.5m/进深8m,餐饮美食,长寿路商铺,"办公,学生,居民","普陀区 中远两湾城
                长寿路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁13号线; 地铁7号线', 'A', '长寿路', '距离0.00km'], ['地铁11号线', 'B', '隆德路', '距离1.78km']]","[['上海市静安区恒通路268号', 'A', '凯德星贸(恒通路店)', '距离1.92km'], ['梅园路101号', 'B', '华乐超市', '距离2.01km']]"
200万元,68m²,2.94万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽8m/层高5.5m/进深8m,餐饮美食,长寿路商铺,"办公,居民,学生","普陀区 长寿路
                长寿路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
57万元,32m²,1.78万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽4m/层高4.5m/进深8m,餐饮美食,,"办公,学生,居民","普陀区 真光
                绿地威科国际","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁7号线', 'A', '新村路', '距离0.60km'], ['地铁7号线', 'B', '大华三路', '距离1.02km']]","[['大场镇沪太路1507号3楼', 'A', '新华唐帝国', '距离2.07km'], ['上海市静安区灵石路737弄31乙', 'B', '联华超市(万荣小区东南)', '距离2.27km']]"
680万元,160m²,4.25万/m²,二手商铺,社区底商,1层/共1层,经营中,面宽8m/层高5m/进深20m,餐饮美食,双山路,,"普陀区 甘泉宜川
                双山路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
285万元,72m²,3.96万/m²,二手商铺,临街门面-临街,1层/共1层,空置中,面宽8.3m/层高5.2m/进深7.69m,,长寿路,"办公,居民,旅游","普陀区 长寿路
                长寿路792号","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
85万元,41m²,2.07万/m²,二手商铺,社区底商-临街,1层/共1层,经营中,面宽5m/层高5m/进深8m,餐饮美食,曹杨路商铺,"办公,学生,居民","普陀区 曹杨
                曹杨路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁11号线; 地铁3号线; 地铁4号线', 'A', '曹杨路', '距离0.02km'], ['地铁13号线; 地铁3号线; 地铁4号线', 'B', '金沙江路', '距离0.88km']]","[['上海市普陀区武宁路238号', 'A', '百视通(335武宁路店)', '距离0.40km'], ['上海市普陀区岚皋西路31', 'B', '小孟日用百货', '距离1.25km']]"
92万元,34m²,2.71万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽4m/层高3.8m/进深8.2m,餐饮美食,,"办公,学生,居民","普陀区 长寿路
                西康路/安远路(路口)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
100万元,25m²,4万/m²,二手商铺,商业街店铺-临街,1层/共3层,经营中,面宽4m/层高4.5m/进深6m,餐饮美食,,"办公,旅游,居民","普陀区 曹杨
                曹杨路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁11号线; 地铁3号线; 地铁4号线', 'A', '曹杨路', '距离0.00km'], ['地铁13号线; 地铁3号线; 地铁4号线', 'B', '金沙江路', '距离0.88km']]","[['上海市普陀区武宁路238号', 'A', '百视通(335武宁路店)', '距离0.39km'], ['上海市普陀区铜川路304号、310号', 'B', '戴力蔬生态超市(铜川路店)', '距离1.63km']]"
170万元,70m²,2.43万/m²,二手商铺,社区底商-临街,1层/共1层,空置中,面宽10m/层高6m/进深7m,,长寿路,"办公,居民,学生","普陀区 长寿路
                曹杨路白玉路(曹杨路地铁站)","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁11号线; 地铁3号线; 地铁4号线', 'A', '曹杨路', '距离0.17km'], ['地铁13号线; 地铁3号线; 地铁4号线', 'B', '金沙江路', '距离0.80km']]","[['上海市普陀区武宁路238号', 'A', '百视通(335武宁路店)', '距离0.44km'], ['上海市普陀区岚皋西路31', 'B', '小孟日用百货', '距离1.35km']]"
190万元,68.35m²,2.78万/m²,二手商铺,临街门面-临街,1层/共1层,经营中,面宽8m/层高5.5m/进深8m,百货超市,,"办公,旅游,学生","普陀区 武宁
                曹杨路","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']","[['地铁11号线; 地铁3号线; 地铁4号线', 'A', '曹杨路', '距离0.00km'], ['地铁13号线; 地铁3号线; 地铁4号线', 'B', '金沙江路', '距离0.88km']]","[['上海市普陀区武宁路238号', 'A', '百视通(335武宁路店)', '距离0.39km'], ['上海市普陀区铜川路304号、310号', 'B', '戴力蔬生态超市(铜川路店)', '距离1.63km']]"
60万元,30m²,2万/m²,二手商铺,购物百货中心-临街,1层/共1层,经营中,面宽5m/层高5m/进深6m,餐饮美食,月星环球港,"办公,学生,居民","普陀区 环球港
                月星环球港","['客梯', '货梯', '中央空调', '停车位', '天然气', '电话/网络', '暖气', '扶梯', '上水', '下水', '排烟', '排污', '管媒', '380V', '可明火', '外摆区']",[],[]
