3.24万/月,1.8元/m²/天,600m²,商业街店铺,60个月,金山区 -山阳,杭州湾大道1888号,3.24万/月,押2付6,60个月,物业类型,二手房,商业街店铺-临街,空置中,餐饮美食-餐馆,1-2层/共2层,面宽10m、层高5.5m、进深18m,办公、学生、居民,暂无数据,"['上水', '下水', '管煤', '可明火']","[['金山3路; 金山8路; 莲石专线; 浦卫线; 石青专线[南段]; 松卫专线', 'A', '金山区人民政府', '距离0.67km']]"
1.05万/月,1元/m²/天,350m²,临街门面,12个月,金山区 -石化,杭州湾大道1888号,1.05万/月,押1付6,12个月,物业类型,新房,临街门面-临街,空置中,餐饮美食-餐馆,1层/共1层,面宽15m、层高6.9m、进深30m,办公、居民、旅游,"物业费1元/m²/天,电费1元/度,水费1元/吨","['排烟', '货梯', '客梯', '中央空调']","[['金山3路; 金山8路; 莲石专线; 浦卫线; 石青专线[南段]; 松卫专线', 'A', '金山区人民政府', '距离0.67km']]"
4500元/月,3元/m²/天,50m²,临街门面,6个月,金山区 -金山新城,龙皓路1738弄,4500元/月,押1付6,6个月,物业类型,新房,临街门面-临街,空置中,暂无数据,1-2层/共2层,面宽5m、层高6.9m、进深10m,居民、其他,暂无数据,['停车位'],"[['金山4路; 金山8路', 'A', '西静路龙皓路', '距离0.23km']]"
,,,,,,,,,,,,,,,,,,,[],[]
6000元/月,10元/m²/天,20m²,商业街店铺,12个月,金山区 -石化,卫零路,6000元/月,押1付3,12个月,物业类型,二手房,商业街店铺-临街,经营中,餐饮美食-小吃店,1层/共1层,面宽4m、层高3m、进深5m,办公、学生、居民,暂无数据,"['上水', '下水', '380v']","[['虹桥枢纽7路; 金山1路内圈[师大二附中方向]; 金山1路外圈[工人文化宫方向]; 金山2路; 金山3路; 金山6路; 金山7路; 金山9路; 金石线; 浦卫线; 山阳二路; 山阳二路工业区; 上石线; 石胡专线; 石化三线; 石梅线; 石南专线; 石青专线[南段]; 石漕线; 松卫线; 松卫专线; 塘卫线; 朱卫线高速; 朱卫专线[地面]', 'A', '石化汽车站', '距离0.21km']]"
7.31万/月,2.2元/m²/天,1107m²,临街门面,36个月,金山区 -石化,卫零路,7.31万/月,押2付3,36个月,物业类型,二手房,临街门面-临街,空置中,餐饮美食-餐馆,独栋/共3层,面宽20m、层高4m、进深18m,办公、居民、学生,暂无数据,"['天燃气', '管煤', '380v', '货梯', '客梯', '可明火']",[]
6万/月,4元/m²/天,500m²,商业街店铺,6个月,金山区 -石化,山鑫城市广场,6万/月,押1付6,6个月,物业类型,二手房,商业街店铺-临街,空置中,餐饮美食-餐馆,1层/共12层,面宽10m、层高6.8m、进深30m,办公、居民、学生,暂无数据,"['上水', '下水', '排烟', '排污', '停车位', '中央空调', '可明火']",[]
3万/月,10元/m²/天,100m²,商业街店铺,24个月,金山区 -漕泾,通河路,3万/月,押3付3,24个月,物业类型,新房,商业街店铺-临街,空置中,暂无数据,1层/共1层,面宽10m、层高4m、进深10m,办公、学生、居民,暂无数据,"['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '扶梯', '货梯', '客梯', '中央空调', '外摆区', '可明火']","[['地铁1号线', 'A', '通河新村', '距离0.66km']]"
68.58万/月,1.2元/m²/天,19049.34m²,其他,暂无数据,金山区 -枫泾,叶榭镇,68.58万/月,押2付3,暂无数据,物业类型,二手房,其他-临街,空置中,暂无数据,独栋/共4层,面宽1m、层高1m、进深1m,办公、居民、旅游,暂无数据,"['上水', '下水', '排污']","[['882路', 'A', '叶榭镇', '距离0.00km']]"
8000元/月,13.33元/m²/天,20m²,档口摊位,12个月,金山区 -金山周边,绿色米兰奥特莱斯,8000元/月,押2付2,12个月,物业类型,新房,档口摊位-临街,空置中,餐饮美食-小吃店,-1层/共6层,面宽3.5m、层高3.8m、进深6m,办公、学生、居民,暂无数据,"['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '扶梯', '货梯', '客梯', '中央空调', '可明火']","[['地铁10号线', 'A', '国权路', '距离0.79km']]"
