8000元/月,1.78元/m²/天,150m²,临街门面,36个月,奉贤区 -南桥,古华路/育秀路(路口),8000元/月,押2付2,36个月,物业类型,二手房,临街门面-临街,经营中,餐饮美食-餐馆,2层/共2层,面宽10m、层高4.5m、进深20m,暂无数据,暂无数据,"['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '扶梯', '货梯', '客梯', '中央空调', '外摆区', '可明火']","[['地铁5号线', 'A', '环城东路', '距离2.45km']]"
2.6万/月,2.89元/m²/天,300m²,临街门面,36个月,奉贤区 -南桥,通阳路育秀路,2.6万/月,押2付6,36个月,物业类型,二手房,临街门面-临街,经营中,电器通讯-手机店,1-2层/共2层,面宽8m、层高4m、进深15m,办公、学生、居民,暂无数据,"['上水', '下水', '排污', '停车位', '380v']","[['奉贤19路; 奉贤25路; 奉贤32路; 南金线; 南松专线; 浦卫线; 浦卫专线定班; 石南专线', 'A', '环城南路环城西路', '距离0.32km']]"
6.3万/月,7元/m²/天,300m²,商业街店铺,36个月,奉贤区 -南桥,环城东路,6.3万/月,押3付3,36个月,物业类型,二手房,商业街店铺-临街,空置中,暂无数据,1层/共1层,面宽8m、层高4m、进深20m,办公、学生、居民,暂无数据,"['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '扶梯', '货梯', '客梯', '中央空调', '外摆区', '可明火']","[['地铁17号线', 'A', '青浦新城', '距离1.54km']]"
18万/月,1.5元/m²/天,4000m²,商业街店铺,1个月,奉贤区 -奉贤周边,环城西路与肖塘路交叉口,18万/月,押3付3,1个月,物业类型,新房,商业街店铺-临街,空置中,暂无数据,4层/共6层,面宽50m、层高3.8m、进深18m,暂无数据,暂无数据,"['上水', '下水']","[['地铁5号线', 'A', '萧塘', '距离1.10km']]"
1.4万/月,6.97元/m²/天,67m²,商业街店铺,36个月,奉贤区 -南桥,南桥镇,1.4万/月,押2付2,36个月,物业类型,新房,商业街店铺-临街,空置中,餐饮美食-餐馆,1层/共1层,面宽6m、层高4m、进深10m,办公、居民、旅游,暂无数据,"['上水', '下水', '排烟', '排污', '管煤', '380v', '外摆区', '可明火']",[]
1.8万/月,1.5元/m²/天,400m²,临街门面,暂无数据,奉贤区 -奉城,兰博路与邮电路交叉口,1.8万/月,押3付3,暂无数据,物业类型,二手房,临街门面-临街,空置中,暂无数据,1层/共2层,面宽10m、层高5m、进深40m,暂无数据,暂无数据,"['上水', '下水', '排烟', '排污', '380v', '外摆区', '可明火']","[['奉城4线; 奉卫线', 'A', '奉城加油站', '距离0.64km']]"
1.8万/月,4.8元/m²/天,125m²,临街门面,36个月,奉贤区 -奉城,解放西路/环城西路(路口),1.8万/月,押1付3,36个月,物业类型,二手房,临街门面-临街,经营中,百货超市-超市,1层/共1层,面宽10m、层高3.6m、进深11.3m,办公、学生、居民,暂无数据,"['网络', '上水', '下水', '排污', '停车位', '380v', '中央空调']","[['地铁5号线', 'A', '环城东路', '距离2.90km']]"
面议,面议,800m²,临街门面,暂无数据,奉贤区 -奉城,奉贤区,面议,押3付3,暂无数据,物业类型,二手房,临街门面-临街,空置中,暂无数据,1层/共1层,面宽40m、层高5m、进深20m,暂无数据,暂无数据,"['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '扶梯', '货梯', '客梯', '中央空调', '可明火']","[['地铁5号线', 'A', '环城东路', '距离1.79km']]"
3333元/月,1.39元/m²/天,80m²,商业街店铺,12个月,奉贤区 -南桥,奉贤区育秀路,3333元/月,押1付3,12个月,物业类型,二手房,商业街店铺-临街,空置中,百货超市-超市,1层/共1层,面宽8m、层高4m、进深10m,暂无数据,暂无数据,"['上水', '下水', '380v']",[]
48万/月,4元/m²/天,4000m²,其他,36个月,奉贤区 -西渡,芦恒路地铁站,48万/月,押3付2,36个月,物业类型,二手房,其他-临街,空置中,其他,1-2层/共6层,面宽8m、层高4.5m、进深60m,办公、居民、旅游,暂无数据,"['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '扶梯', '货梯', '客梯', '可明火']","[['江平专线; 南申专线', 'A', '浦星公路大叶公路', '距离0.80km']]"
