1.2万/月,4元/m²/天,100m²,临街门面,24个月,闵行区 -梅陇,小尾羊(春申店),1.2万/月,押2付2,24个月,物业类型,二手房,临街门面-临街,空置中,暂无数据,3层/共4层,面宽30m、层高3.4m、进深10m,暂无数据,暂无数据,"['网络', '上水', '下水', '排污', '停车位', '380v', '客梯']","[['上海市闵行区莘庄水清南路江南苑附近(百盛莘庄店北)', 'A', '莘庄综合交通枢纽', '距离1.86km']]"
8000元/月,7.62元/m²/天,35m²,商业街店铺,24个月,闵行区 -莘庄,莘庄地铁站(南广场),8000元/月,押1付3,24个月,物业类型,二手房,商业街店铺-临街,空置中,餐饮美食-餐馆,1层/共1层,面宽3.5m、层高3m、进深9m,办公、学生、居民,暂无数据,"['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '380v', '中央空调']",[]
1.6万/月,7.62元/m²/天,70m²,临街门面,60个月,闵行区 -梅陇,梅陇西路/罗锦路(路口),1.6万/月,押1付3,60个月,物业类型,二手房,临街门面-临街,空置中,暂无数据,1层/共1层,面宽4.5m、层高5m、进深15m,办公、居民、旅游,暂无数据,"['网络', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '中央空调', '可明火']","[['地铁1号线', 'A', '外环路', '距离0.34km']]"
2万/月,13.33元/m²/天,50m²,商业街店铺,24个月,闵行区 -七宝,上海七宝万科广场,2万/月,押2付2,24个月,物业类型,二手房,商业街店铺-临街,空置中,餐饮美食-餐馆,1层/共1层,面宽5m、层高5m、进深8m,办公、学生、居民,暂无数据,"['天燃气', '上水', '下水', '排烟', '排污', '管煤', '380v', '可明火']","[['地铁9号线', 'A', '七宝', '距离0.12km']]"
5万/月,8.33元/m²/天,200m²,购物百货中心,24个月,闵行区 -华漕,申长路688号,5万/月,押2付3,24个月,物业类型,二手房,购物百货中心-临街,空置中,服饰鞋包-服装店,1层/共1层,面宽10m、层高5m、进深15m,办公、学生、旅游,暂无数据,"['网络', '暖气', '上水', '下水', '380v', '扶梯', '货梯', '客梯', '中央空调']","[['地铁10号线; 地铁17号线; 地铁2号线', 'A', '虹桥火车站', '距离0.61km']]"
4.41万/月,4.5元/m²/天,326.8m²,写字楼配套,36个月,闵行区 -莘庄,宝城路/莘建东路(路口),4.41万/月,押3付1,36个月,物业类型,二手房,写字楼配套-临街,空置中,餐饮美食-快餐店,1层/共1层,面宽20m、层高5m、进深16m,办公、居民,暂无数据,"['天燃气', '上水', '下水', '排烟', '排污', '管煤', '380v', '中央空调', '可明火']","[['地铁1号线; 地铁5号线', 'A', '莘庄', '距离0.37km']]"
1.4万/月,8.5元/m²/天,55m²,商业街店铺,36个月,闵行区 -虹桥,龙湖虹桥天街,1.4万/月,押2付3,36个月,物业类型,新房,商业街店铺-临街,空置中,暂无数据,1层/共1层,面宽5m、层高4.5m、进深10m,暂无数据,暂无数据,"['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '扶梯', '货梯', '客梯', '中央空调', '外摆区', '可明火']","[['地铁10号线; 地铁17号线; 地铁2号线', 'A', '虹桥火车站', '距离0.80km']]"
2.3万/月,8.42元/m²/天,91m²,购物百货中心,36个月,闵行区 -虹桥,万科时一区,2.3万/月,押1付3,36个月,物业类型,二手房,购物百货中心-临街,经营中,餐饮美食-餐馆,1层/共1层,面宽8m、层高4.5m、进深10m,办公、居民,暂无数据,"['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '380v', '中央空调', '可明火']","[['地铁10号线; 地铁17号线; 地铁2号线', 'A', '虹桥火车站', '距离1.20km']]"
5000元/月,6.67元/m²/天,25m²,购物百货中心,24个月,闵行区 -七宝,七莘路,5000元/月,押2付2,24个月,物业类型,新房,购物百货中心-临街,空置中,餐饮美食-餐馆,1层/共1层,面宽5m、层高4m、进深5m,办公、学生、居民,暂无数据,"['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '扶梯', '货梯', '客梯', '中央空调', '外摆区', '可明火']","[['地铁12号线', 'A', '七莘路', '距离0.00km']]"
1.2万/月,8元/m²/天,50m²,商业街店铺,24个月,闵行区 -七莘路,七莘路,1.2万/月,押2付2,24个月,物业类型,二手房,商业街店铺-临街,空置中,餐饮美食-餐馆,1层/共1层,面宽8m、层高6m、进深4m,办公、居民,暂无数据,"['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '扶梯', '货梯', '客梯', '中央空调', '外摆区', '可明火']","[['地铁12号线', 'A', '七莘路', '距离0.00km']]"
