1.5万/月,14.29元/m²/天,35m²,购物百货中心,24个月,静安区 -北京西路,吴江路139号,1.5万/月,押2付3,24个月,物业类型,二手房,购物百货中心-临街,空置中,餐饮美食-餐馆,1层/共3层,面宽5m、层高7m、进深7m,办公、旅游,暂无数据,"['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '扶梯', '货梯', '客梯', '中央空调', '外摆区', '可明火']","[['地铁12号线', 'A', '南京西路', '距离0.20km']]"
2.9万/月,13.81元/m²/天,70m²,临街门面,36个月,静安区 -曹家渡,余姚路/延平路(路口),2.9万/月,押1付1,36个月,物业类型,新房,临街门面-临街,空置中,餐饮美食-餐馆,1层/共1层,面宽4m、层高4m、进深15m,办公、学生、居民,暂无数据,"['天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '中央空调', '可明火']","[['地铁11号线', 'A', '隆德路', '距离1.34km']]"
1.2万/月,20元/m²/天,20m²,写字楼配套,24个月,静安区 -静安寺,东海广场-1号楼,1.2万/月,押3付3,24个月,物业类型,新房,写字楼配套-临街,空置中,暂无数据,1-2层/共30层,面宽4m、层高4m、进深5m,办公、居民、旅游,暂无数据,"['网络', '暖气', '上水', '下水', '排烟', '排污', '停车位', '380v', '扶梯', '货梯', '客梯', '中央空调', '外摆区']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.35km']]"
34.8万/月,10元/m²/天,1160m²,临街门面,36个月,静安区 -南京西路,南京西路1618号,34.8万/月,押3付3,36个月,物业类型,二手房,临街门面-临街,空置中,暂无数据,独栋/共2层,面宽50m、层高4.5m、进深22m,办公、居民、旅游,暂无数据,"['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '扶梯', '货梯', '客梯', '中央空调', '外摆区', '可明火']","[['地铁2号线; 地铁7号线', 'A', '静安寺', '距离0.16km']]"
1.5万/月,14.29元/m²/天,35m²,购物百货中心,24个月,静安区 -北京西路,吴江路139号,1.5万/月,押2付3,24个月,物业类型,二手房,购物百货中心-临街,空置中,餐饮美食-餐馆,1层/共3层,面宽5m、层高7m、进深7m,办公、旅游,暂无数据,"['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '扶梯', '货梯', '客梯', '中央空调', '外摆区', '可明火']","[['地铁12号线', 'A', '南京西路', '距离0.20km']]"
2万/月,13.33元/m²/天,50m²,临街门面,24个月,静安区 -静安寺,万航渡路/武定西路(路口),2万/月,押1付3,24个月,物业类型,二手房,临街门面-临街,经营中,餐饮美食-餐馆,1层/共1层,面宽5m、层高5m、进深10m,办公、居民、旅游,暂无数据,"['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '扶梯', '中央空调']","[['地铁11号线; 地铁2号线', 'A', '江苏路', '距离0.69km']]"
6000元/月,6.67元/m²/天,30m²,档口摊位,12个月,静安区 -大宁,万荣路777号,6000元/月,押3付2,12个月,物业类型,新房,档口摊位-临街,空置中,暂无数据,3层/共4层,面宽4m、层高3m、进深7m,办公、学生、居民,"物业费1元/m²/天,电费1元/度,水费5元/吨","['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '扶梯', '货梯', '客梯', '中央空调', '外摆区', '可明火']","[['地铁1号线', 'A', '上海马戏城', '距离0.78km']]"
1.5万/月,10元/m²/天,50m²,购物百货中心,36个月,静安区 -南京西路,兴业太古汇,1.5万/月,押3付1,36个月,物业类型,二手房,购物百货中心,空置中,暂无数据,-1-2层/共25层,面宽5m、层高4m、进深10m,办公、学生、居民,暂无数据,"['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '扶梯', '中央空调', '外摆区', '可明火']","[['地铁12号线', 'A', '南京西路', '距离0.38km']]"
,,,,,,,,,,,,,,,,,,,[],[]
2万/月,11.11元/m²/天,60m²,临街门面,24个月,静安区 -大宁,延长中路,2万/月,押2付3,24个月,物业类型,新房,临街门面-临街,空置中,餐饮美食-餐馆,1层/共1层,面宽5m、层高5m、进深10m,办公、学生、居民,暂无数据,"['网络', '暖气', '上水', '下水', '排烟', '排污', '380v', '中央空调']","[['地铁1号线', 'A', '延长路', '距离0.62km']]"
