9万/月,11.54元/m²/天,260m²,商业街店铺,24个月,黄浦区 -打浦桥,田子坊,9万/月,押2付3,24个月,物业类型,二手房,商业街店铺-临街,经营中,餐饮美食-餐馆,独栋/共3层,面宽6m、层高4m、进深15m,办公、居民、旅游,暂无数据,"['天燃气', '上水', '下水', '可明火']","[['地铁9号线', 'A', '打浦桥', '距离0.24km']]"
7.9万/月,11.97元/m²/天,220m²,商业街店铺,36个月,黄浦区 -南京东路,河南中路与南京东路交叉口,7.9万/月,押2付2,36个月,物业类型,二手房,商业街店铺-临街,空置中,餐饮美食-餐馆,1层/共15层,面宽8m、层高4.5m、进深27m,办公、学生、居民,暂无数据,"['网络', '暖气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '中央空调', '可明火']","[['地铁10号线; 地铁2号线', 'A', '南京东路', '距离0.07km']]"
2.3万/月,12.78元/m²/天,60m²,社区底商,1个月,黄浦区 -蓬莱公园,西凌家宅路/制造局路(路口),2.3万/月,押1付3,1个月,物业类型,二手房,社区底商-临街,空置中,餐饮美食-餐馆,1层/共1层,面宽6m、层高5m、进深10m,办公、居民、其他,暂无数据,"['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '扶梯', '货梯', '客梯', '中央空调', '外摆区', '可明火']","[['地铁4号线; 地铁8号线', 'A', '西藏南路', '距离0.35km']]"
2.1万/月,6.48元/m²/天,108m²,临街门面,24个月,黄浦区 -打浦桥,永年路/顺昌路(路口),2.1万/月,押2付3,24个月,物业类型,二手房,临街门面-临街,空置中,暂无数据,1层/共1层,面宽6m、层高4m、进深15m,办公、学生、居民,暂无数据,"['上水', '下水']","[['地铁10号线; 地铁13号线', 'A', '新天地', '距离0.60km']]"
1.8万/月,24元/m²/天,25m²,档口摊位,24个月,黄浦区 -人民广场,广西南路/淮海东路(路口),1.8万/月,押3付1,24个月,物业类型,新房,档口摊位-临街,空置中,餐饮美食-餐馆,2层/共2层,面宽5m、层高4m、进深5m,办公、学生、居民,物业费28元/m²/天,"['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '扶梯', '货梯', '客梯', '中央空调', '外摆区', '可明火']","[['地铁10号线', 'A', '豫园', '距离0.58km']]"
3.8万/月,36.19元/m²/天,35m²,商业街店铺,24个月,黄浦区 -新天地,马当路/自忠路(路口),3.8万/月,押2付3,24个月,物业类型,二手房,商业街店铺-临街,经营中,服饰鞋包-服装店,1层/共1层,面宽3.5m、层高3.5m、进深8m,办公、学生、旅游,暂无数据,"['上水', '下水', '中央空调']","[['地铁10号线; 地铁13号线', 'A', '新天地', '距离0.27km']]"
2.1万/月,6.48元/m²/天,108m²,临街门面,24个月,黄浦区 -打浦桥,永年路/顺昌路(路口),2.1万/月,押2付3,24个月,物业类型,二手房,临街门面-临街,空置中,暂无数据,1层/共1层,面宽6m、层高4m、进深15m,办公、学生、居民,暂无数据,"['上水', '下水']","[['地铁10号线; 地铁13号线', 'A', '新天地', '距离0.60km']]"
1万/月,16.67元/m²/天,20m²,临街门面,24个月,黄浦区 -南京东路,四川中路/北京东路(路口),1万/月,押2付3,24个月,物业类型,二手房,临街门面-临街,经营中,餐饮美食-餐馆,1层/共5层,面宽3m、层高3m、进深5m,办公、居民,暂无数据,"['上水', '下水', '380v']","[['地铁10号线; 地铁2号线', 'A', '南京东路', '距离0.39km']]"
1.8万/月,28.57元/m²/天,21m²,商业街店铺,12个月,黄浦区 -淮海中路,淮海中路/雁荡路(路口),1.8万/月,押2付3,12个月,物业类型,二手房,商业街店铺-临街,经营中,服饰鞋包-服装店,1层/共5层,面宽3m、层高3m、进深6m,办公、居民、旅游,暂无数据,"['上水', '下水', '排污']","[['地铁13号线', 'A', '淮海中路', '距离0.59km']]"
1.8万/月,24元/m²/天,25m²,档口摊位,24个月,黄浦区 -人民广场,广西南路/淮海东路(路口),1.8万/月,押3付1,24个月,物业类型,新房,档口摊位-临街,空置中,餐饮美食-餐馆,2层/共2层,面宽5m、层高4m、进深5m,办公、学生、居民,物业费28元/m²/天,"['网络', '暖气', '天燃气', '上水', '下水', '排烟', '排污', '管煤', '停车位', '380v', '扶梯', '货梯', '客梯', '中央空调', '外摆区', '可明火']","[['地铁10号线', 'A', '豫园', '距离0.58km']]"
